reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
US-6607,Varner-Hogg Plantation State Historic Site,29.1622,-95.6409,EL29ed,US-TX,81,80,2996,0,0
US-6608,W.A. Pat Murphy Unit Wildlife Management Area,36.1749,-100.276,DM96ue,US-TX,13,13,831,0,0
US-6609,Pinelands Preserve National Conservation Area,39.6462,-74.6461,FM29qp,US-NJ,1220,1196,51721,0,6
US-6610,Welder Flats Wildlife Management Area,28.3337,-96.6805,EL18pi,US-TX,9,9,758,0,0
US-6611,White Oak Creek Wildlife Management Area,33.2345,-94.7311,EM23pf,US-TX,104,100,5112,0,0
US-6612,Yoakum Dunes Wildlife Management Area,33.4621,-102.618,DM83ql,US-TX,12,12,486,0,0
US-6613,Adams Township State Game Land,41.9458,-84.5027,EN71rw,US-MI,59,59,2253,0,0
US-6614,Addis Creek Flooding Wildlife Management Area,44.5042,-84.9089,EN74nm,US-MI,12,12,268,0,0
US-6615,Allegan State Game Land,42.5496,-85.9947,EN72an,US-MI,172,164,7572,0,0
US-6616,Almer Township State Game Land,43.5483,-83.403,EN83hn,US-MI,29,29,1258,0,0
US-6617,Au Train Basin Wildlife Management Area,46.3006,-86.8655,EN66nh,US-MI,11,11,304,0,0
US-6618,Backus Creek State Game Land,44.35,-84.5931,EN74qi,US-MI,76,74,3635,0,0
US-6619,Bakale Wildlife Management Area,43.0067,-85.9858,EN73aa,US-MI,302,298,19919,0,1
US-6620,Baraga Plains Wildlife Management Area,46.6244,-88.5808,EN56ro,US-MI,22,21,616,0,0
US-6621,Barry State Game Land,42.6031,-85.4322,EN72go,US-MI,199,193,10786,0,0
US-6622,Bear Creek Flooding Wildlife Management Area,44.2355,-84.8447,EN74nf,US-MI,32,29,768,0,0
US-6623,Beaver Islands Wildlife Management Area,45.6208,-85.54,EN75fo,US-MI,14,13,515,0,0
US-6624,Bentley Marsh Flooding Wildlife Management Area,43.99,-84.1761,EN73vx,US-MI,49,49,1774,0,0
US-6625,Betsie River State Game Land,44.6114,-86.1922,EN64vo,US-MI,25,25,561,0,0
US-6626,Bill Rollo Memorial State Game Land,46.1878,-87.5167,EN66fe,US-MI,9,7,224,0,0
US-6627,Black Creek Flooding Wildlife Management Area,46.2261,-85.7122,EN76df,US-MI,31,29,1070,0,0
US-6628,Blendon Township State Game Land,42.8936,-85.9978,EN72av,US-MI,259,258,12131,0,0
US-6629,Blind Sucker River Flooding Wildlife Management Area,46.65,-85.7897,EN76cp,US-MI,24,23,838,0,0
US-6630,Blomgren's Marsh Flooding Wildlife Management Area,45.8767,-87.7939,EN65cv,US-MI,7,7,135,0,0
US-6631,Blue Bill Creek State Game Land,46.3072,-89.5486,EN56fh,US-MI,15,15,633,0,0
US-6632,Bluff Creek / US-10 / M-18 Floodings Wildlife Management Area,43.73,-84.4797,EN73sr,US-MI,305,305,6236,0,0
US-6633,Boyle Lake State Wildlife Area,41.8792,-86.4539,EN61sv,US-MI,75,73,2449,0,0
US-6634,Brookfield Township State Game Land,43.7161,-83.2372,EN83jr,US-MI,23,23,666,0,0
US-6635,Brookfield Township  II State Game Land,43.7531,-83.255,EN83is,US-MI,23,23,622,0,0
US-6636,Brownstown Prairie State Wildlife Area,42.1647,-83.2878,EN82id,US-MI,373,365,12184,0,1
US-6638,Cannon Creek Floodings Wildlife Management Area,44.4967,-84.96,EN74ml,US-MI,16,15,301,0,0
US-6639,Potts Preserve State Conservation Area,28.8982,-82.3008,EL88uv,US-FL,52,52,1289,0,0
US-6640,Cannonsburg State Game Land,43.0381,-85.4919,EN73ga,US-MI,127,127,6215,0,0
US-6641,Cass City State Game Land,43.5872,-83.1155,EN83ko,US-MI,20,20,453,0,0
US-6642,Cedar River State Game Land,45.4425,-87.4275,EN65gk,US-MI,14,14,401,0,0
US-6643,Chelsea State Game Land,42.3333,-83.9744,EN82ah,US-MI,128,121,4869,0,0
US-6644,Chesterfield Township State Game Land,42.7042,-82.7975,EN82oq,US-MI,85,84,2566,0,0
US-6645,Clark Lake State Game Land,43.3544,-83.1886,EN83ji,US-MI,27,26,788,0,0
US-6646,Columbia Township State Game Land,43.6405,-83.4025,EN83hp,US-MI,20,20,704,0,0
US-6647,Connors Marsh Wildlife Management Area,44.6839,-84.4303,EN74sq,US-MI,24,22,788,0,0
US-6648,Cornish State Game Land,42.1017,-85.8244,EN72cc,US-MI,53,52,2521,0,0
US-6649,Cranberry Lake Wildlife Management Area,45.98,-84.0036,EN75xx,US-MI,10,10,272,0,0
US-6650,Crane Pond State Game Land,41.9281,-85.8483,EN71bw,US-MI,42,42,1256,0,0
US-6651,Crow Island State Game Land,43.4955,-83.8897,EN83bl,US-MI,42,41,866,0,0
US-6652,Cusino Wildlife Management Area,46.3636,-86.4817,EN66si,US-MI,16,15,382,0,0
US-6653,Dansville State Game Land,42.5111,-84.3128,EN72um,US-MI,52,51,1697,0,0
US-6654,Davisburg State Game Land,42.7547,-83.5228,EN82fs,US-MI,58,58,2275,0,0
US-6655,Dead Stream Flooding Wildlife Management Area,44.3794,-84.8447,EN74nj,US-MI,70,68,3083,0,0
US-6656,Prairie/Shell Creek State Conservation Area,26.9936,-81.972,EL96ax,US-FL,119,118,5054,0,0
US-6657,Deford State Game Land,43.5128,-83.2647,EN83im,US-MI,26,26,730,0,0
US-6658,Denmark Township State Game Land,43.475,-83.6217,EN83el,US-MI,27,26,536,0,0
US-6659,Denton Creek Flooding Wildlife Management Area,44.2703,-84.5717,EN74rg,US-MI,34,34,1252,0,0
US-6660,Devils Lake Flooding Wildlife Management Area,45.0144,-83.4897,EN85ga,US-MI,47,47,1475,0,0
US-6661,Dingman Marsh Flooding Wildlife Management Area,45.7139,-84.685,EN75pr,US-MI,15,15,325,0,0
US-6662,Dog Lake Flooding Wildlife Management Area,45.2889,-84.4036,EN75tg,US-MI,7,7,168,0,0
US-6663,Dollarville Flooding Wildlife Management Area,46.3506,-85.5817,EN76fi,US-MI,22,19,484,0,0
US-6664,Drummond Island State Game Land,46.0564,-83.6142,EN86eb,US-MI,22,22,1445,0,0
US-6665,Pigeon Cove Flooding Wildlife Management Area,45.9778,-83.8197,EN85cx,US-MI,7,7,247,0,0
US-6666,Edger Waterfowl National Wildlife Management Area,42.6475,-85.3861,EN72hp,US-MI,168,168,9604,0,0
US-6667,Edmore State Game Land,43.4369,-85.0725,EN73lk,US-MI,36,34,1291,0,0
US-6668,Elmwood Township State Game Land,43.6211,-83.2722,EN83io,US-MI,23,23,571,0,0
US-6669,Erie State Game Land,41.7492,-83.4717,EN81gr,US-MI,220,215,6172,0,0
US-6670,Fabius State Game Land,41.9036,-85.6614,EN71ev,US-MI,37,37,1129,0,0
US-6672,Fish Point State Wildlife Area,43.708,-83.5217,EN83fq,US-MI,33,33,1217,0,0
US-6673,Flat River State Game Land,43.1278,-85.1944,EN73jd,US-MI,109,104,3627,0,0
US-6674,Flynn Township State Game Land,43.2892,-82.9194,EN83mg,US-MI,48,44,1787,0,0
US-6675,Fraser State Game Land,43.8239,-84.0283,EN73xt,US-MI,23,23,427,0,0
US-6676,Fraser Township  No.2 State Game Land,43.7817,-84.0242,EN73xs,US-MI,29,28,577,0,0
US-6677,French Farm Lake Flooding Wildlife Management Area,45.7522,-84.7664,EN75os,US-MI,25,24,599,0,0
US-6678,Fuller Woods State Game Land,42.275,-86.0361,EN62xg,US-MI,49,49,1861,0,0
US-6679,Fulton State Game Land,42.0997,-85.3189,EN72ic,US-MI,29,28,1586,0,0
US-6680,Gagetown State Game Land,43.6797,-83.2094,EN83jq,US-MI,24,24,683,0,0
US-6681,Garden Grade State Game Land,45.8714,-86.4889,EN65su,US-MI,14,14,315,0,0
US-6682,RV Griffin Reserve State Conservation Area,27.0888,-82.0096,EL87xc,US-FL,139,136,5005,0,0
US-6683,Gladwin State Game Land,43.9686,-84.4864,EN73sx,US-MI,217,215,11986,0,2
US-6684,Gold Mine State Game Land,46.2139,-88.7411,EN56pf,US-MI,11,11,372,0,0
US-6685,Goose Creek Flooding Wildlife Management Area,44.7633,-84.8586,EN74ns,US-MI,195,189,5392,0,0
US-6686,Goose Lake State Game Land,42.2539,-84.1255,EN72wg,US-MI,89,84,3071,0,0
US-6687,Gordon Guyer - Augusta Creek Wildlife Management Area,42.3978,-85.358,EN72hj,US-MI,52,51,2673,0,0
US-6688,Gourdneck State Game Land,42.1744,-85.6389,EN72ee,US-MI,112,110,3472,0,0
US-6689,Grand Haven State Game Land,43.0394,-86.1533,EN63wa,US-MI,164,161,7527,0,0
US-6690,Grand River Gale Road State Game Land,42.4826,-84.5817,EN72rl,US-MI,79,78,2702,0,0
US-6691,Grass Lake Flooding Wildlife Management Area,44.6003,-85.843,EN74bo,US-MI,22,22,580,0,0
US-6692,Grass Lake Marsh Flooding Wildlife Management Area,44.5083,-84.9203,EN74mm,US-MI,37,37,760,0,0
US-6693,Grass Lake State Game Land,42.2467,-84.2294,EN72vf,US-MI,226,215,7678,0,0
US-6694,Gratiot-Saginaw State Game Land,43.2236,-84.3889,EN73tf,US-MI,36,36,828,0,0
US-6695,Greasy Creek State Game Land,44.8797,-84.0414,EN74xv,US-MI,12,12,300,0,0
US-6696,Gregory State Game Land,42.4942,-84.0475,EN72xl,US-MI,119,116,4289,0,0
US-6698,Halifax State Game Land,46.5642,-85.3047,EN76in,US-MI,24,23,401,0,0
US-6699,Hancock Creek Flooding Wildlife Management Area,45.9206,-87.7539,EN65cw,US-MI,6,6,110,0,0
US-6700,Sawgrass Lake Park State Conservation Area,27.8383,-82.6674,EL87pu,US-FL,934,912,51708,1,20
US-6701,Haymarsh Lake State Game Land,43.7606,-85.3597,EN73hs,US-MI,75,72,3138,0,0
US-6702,Hayward Lake to North Lake Floodings Wildlife Management Area,45.375,-87.4911,EN65gj,US-MI,14,14,414,0,0
US-6703,Hazel Swamp State Game Land,46.8444,-88.7355,EN56pu,US-MI,14,14,374,0,0
US-6704,Hillcrest State Game Land,42.5853,-83.9944,EN82ao,US-MI,58,55,1550,0,0
US-6705,Holly Wildlife State Recreation Area,42.8353,-83.5167,EN82fu,US-MI,84,84,2307,0,0
US-6706,Horseshoe Lake State Game Land,42.8686,-83.2697,EN82iu,US-MI,164,160,5600,0,0
US-6707,Houghton Lake Flats North Flooding Wildlife Management Area,44.3839,-84.8164,EN74oj,US-MI,48,48,2208,0,0
US-6708,Houghton Lake Flats South Flooding Wildlife Management Area,44.3628,-84.8164,EN74oi,US-MI,41,40,1083,0,0
US-6709,Houghton Lake Wildlife Management Area,44.3,-84.8619,EN74nh,US-MI,35,34,1072,0,0
US-6710,Hubbard Lake State Game Land,44.76,-83.57,EN84fs,US-MI,17,17,301,0,0
US-6711,Kawkawlin Creek Flooding Wildlife Management Area,43.7858,-84.2944,EN73us,US-MI,90,87,2788,0,0
US-6712,Keeler State Game Land,42.1164,-86.2142,EN62vc,US-MI,63,62,2005,0,0
US-6713,Kinney Waterfowl National Wildlife Management Area,42.1022,-85.8231,EN72cc,US-MI,46,45,2314,0,0
US-6715,Lake Interstate State Game Land,42.6633,-84.6867,EN72pp,US-MI,360,345,11520,0,0
US-6716,Lake LaVasseur Flooding Wildlife Management Area,46.4792,-87.2153,EN66jl,US-MI,25,25,642,0,0
US-6717,Lame Duck Area State Game Land,44.0808,-84.2192,EN74vb,US-MI,76,76,4018,0,0
US-6718,Langston State Game Land,43.3225,-85.2747,EN73ih,US-MI,37,36,1126,0,0
US-6719,Lapeer State Game Land,43.1408,-83.3428,EN83hd,US-MI,54,54,2074,0,0
US-6720,Lee Grande Ranch State Game Land,45.4253,-84.4128,EN75tk,US-MI,9,9,224,0,0
US-6721,Leidy  Lake State Game Land,41.9778,-85.388,EN71hx,US-MI,32,31,1237,0,0
US-6722,Little Betsie State Game Land,44.5456,-85.8942,EN74bn,US-MI,22,22,603,0,0
US-6723,Little Fox River Flooding / Stanley Lake Wildlife Management Area,46.4855,-86.1497,EN66wl,US-MI,7,7,135,0,0
US-6724,Little Widewaters Flooding Wildlife Management Area,44.0322,-85.7742,EN74ca,US-MI,26,25,583,0,0
US-6725,Lost Nation State Game Land,41.8544,-84.5092,EN71ru,US-MI,96,96,3595,0,0
US-6726,Malan Waterfowl National Wildlife Management Area,42.3986,-84.1781,EN72vj,US-MI,124,117,7143,0,1
US-6727,Manistee River State Game Land,44.255,-86.2448,EN64vg,US-MI,40,38,1567,0,0
US-6728,Manitou Island Group Wildlife Management Area,45.1142,-86.0108,EN65xc,US-MI,9,6,141,0,0
US-6729,Gratiot-Saginaw Connector State Game Land,43.1711,-84.4644,EN73se,US-MI,31,30,627,0,0
US-6730,Maple River State Game Land,43.1596,-84.5361,EN73rd,US-MI,98,94,3282,0,0
US-6731,Mark Knee Memorial State Game Land,43.9955,-85.3844,EN73hx,US-MI,28,27,729,0,0
US-6732,Marsh Creek / Beaver Lake Flooding Wildlife Management Area,44.3847,-84.3889,EN74tj,US-MI,63,62,2281,0,2
US-6733,Martiny Lake State Game Land,43.7108,-85.2211,EN73jr,US-MI,33,32,1153,0,0
US-6734,Melstrand State Game Land,46.4517,-86.4322,EN66sk,US-MI,12,12,230,0,0
US-6735,Middleville State Game Land,42.7203,-85.3889,EN72hr,US-MI,80,79,3869,0,0
US-6736,Minden City State Game Land,43.6178,-82.9605,EN83mo,US-MI,28,27,850,0,0
US-6737,Molasses River Flooding No 1 Wildlife Management Area,44.0939,-84.2105,EN74vc,US-MI,53,53,2083,0,0
US-6738,Mosinee State Game Land,46.3605,-89.9369,EN56ai,US-MI,15,15,604,0,0
US-6739,Munuscong Bay Wildlife Management Area,46.2139,-84.2808,EN76uf,US-MI,23,21,656,0,0
US-6740,Murphy Lake State Game Land,43.2914,-83.4605,EN83gg,US-MI,29,28,1038,0,0
US-6741,Muskegon State Game Land,43.2847,-86.0964,EN63wg,US-MI,57,54,1691,0,0
US-6742,Muskrat Lake State Game Land,42.9142,-84.5903,EN72qv,US-MI,61,58,1508,0,0
US-6743,Nayanquing Point Wildlife Management Area,43.7839,-83.9469,EN83as,US-MI,28,28,748,0,0
US-6744,Terra Ceia Preserve Frog Creek State Conservation Area,27.5901,-82.5284,EL87ro,US-FL,242,239,10877,0,0
US-6745,Net River Flooding Wildlife Management Area,46.4289,-88.5139,EN56rk,US-MI,11,11,406,0,0
US-6746,Oak Grove State Game Land,42.7344,-83.8853,EN82br,US-MI,40,40,1821,0,0
US-6747,Old Fur Farm Flooding Wildlife Management Area,44.1031,-84.9175,EN74mc,US-MI,24,22,467,0,0
US-6748,Olive Township State Game Land,42.8853,-86.0564,EN62xv,US-MI,148,148,7253,0,0
US-6749,Oliver Township State Game Land,43.8192,-83.1225,EN83kt,US-MI,21,21,592,0,0
US-6750,O'Neal Lake Flooding Wildlife Management Area,45.7125,-84.9044,EN75nr,US-MI,17,17,344,0,0
US-6751,Onsted State Game Land,42.0447,-84.2453,EN72vb,US-MI,94,92,4623,0,0
US-6752,Osceola-Missaukee Grasslands State Game Land,44.1522,-85.1364,EN74kd,US-MI,24,23,736,0,0
US-6753,Pentwater River State Game Land,43.7436,-86.4228,EN63sr,US-MI,102,97,3606,0,0
US-6754,Pere Marquette State Game Land,43.9305,-86.4172,EN63sw,US-MI,63,61,2051,0,0
US-6755,Petersburg State Game Land,41.8786,-83.6958,EN81dv,US-MI,141,136,5018,0,0
US-6756,Peterson Pond Flooding Wildlife Management Area,45.5569,-87.4342,EN65gn,US-MI,5,5,205,0,0
US-6757,Petobego State Game Land,44.8536,-85.4333,EN74gu,US-MI,54,54,1541,0,0
US-6758,Pike Lake Flooding Wildlife Management Area,46.8349,-88.8405,EN56nu,US-MI,14,14,376,0,0
US-6759,Pinconning Township (Cody-Esty Road) State Game Land,43.8686,-84.0189,EN73xu,US-MI,24,24,440,0,0
US-6760,Pointe Aux Peaux State Wildlife Area,41.9472,-83.2711,EN81iw,US-MI,130,129,3637,0,0
US-6761,Pointe Mouillee State Game Land,42.0278,-83.2064,EN82ja,US-MI,393,388,12294,0,0
US-6762,Port Huron State Game Land,43.0525,-82.5928,EN83qb,US-MI,180,177,4893,0,1
US-6763,Portage Marsh Wildlife Management Area,45.7067,-87.0794,EN65lq,US-MI,27,25,671,0,0
US-6764,Portland State Game Land,42.8136,-84.9178,EN72mt,US-MI,52,48,1473,0,0
US-6765,Potagannissing Flooding Wildlife Management Area,46.0378,-83.5983,EN86ea,US-MI,12,11,892,0,0
US-6766,Quanicassee State Wildlife Area,43.6019,-83.7194,EN83do,US-MI,27,27,941,0,0
US-6767,Rainy River Flooding Wildlife Management Area,45.1955,-84.0755,EN75xe,US-MI,7,7,395,0,0
US-6768,Ralph State Game Land,46.1125,-87.8425,EN66bc,US-MI,8,6,161,0,0
US-6769,Robinson Creek Flooding Wildlife Management Area,44.4431,-84.5855,EN74qk,US-MI,36,36,1010,0,0
US-6770,Rogue River State Game Land,43.2633,-85.6756,EN73dg,US-MI,89,88,3867,0,0
US-6771,Rose Lake State Game Land,42.8064,-84.3747,EN72tt,US-MI,176,170,4906,0,0
US-6772,Rush Lake State Game Land,43.9744,-83.1906,EN83jx,US-MI,27,27,666,0,0
US-6773,Sage Lakes Flooding Wildlife Management Area,44.8936,-84.1489,EN74wv,US-MI,9,8,174,0,0
US-6774,Salt River Marsh State Wildlife Area,42.6617,-82.7792,EN82op,US-MI,56,56,1351,0,0
US-6775,Sand River/Jeske Flooding Wildlife Management Area,46.4868,-87.128,EN66kl,US-MI,8,8,243,0,0
US-6776,Sandusky State Game Land,43.4061,-82.7883,EN83oj,US-MI,116,108,3792,0,0
US-6777,Sanilac State Game Land,43.6339,-83.0369,EN83lp,US-MI,27,27,647,0,0
US-6778,Saranac-Lowell State Game Land,42.9517,-85.3108,EN72iw,US-MI,74,71,3125,0,0
US-6779,Schlee Waterfowl National Wildlife Management Area,42.2331,-84.2375,EN72vf,US-MI,231,220,7619,0,0
US-6780,Schoonover Waterfowl National Wildlife Management Area,41.8111,-84.2105,EN71vt,US-MI,224,224,7372,0,0
US-6781,Sharonville State Game Land,42.1819,-84.1622,EN72we,US-MI,75,73,4220,0,0
US-6782,Shiawassee River State Game Land,43.3172,-84.1022,EN73wh,US-MI,30,30,983,0,0
US-6783,Skegemog Lake State Wildlife Area,44.8161,-85.2939,EN74it,US-MI,28,28,573,0,0
US-6784,Somerset State Game Land,42.0278,-84.3925,EN72ta,US-MI,73,73,3196,0,0
US-6785,Sportsmans Lake/Pond Wildlife Management Area,45.0472,-84.1192,EN75wb,US-MI,12,11,332,0,0
US-6787,St. Clair Flats State Wildlife Area,42.6067,-82.635,EN82qo,US-MI,38,38,1156,0,0
US-6788,St. Clair Township State Game Land,42.8428,-82.5458,EN82ru,US-MI,219,214,6117,0,0
US-6789,St. John's Marsh State Wildlife Area,42.6442,-82.6094,EN82qp,US-MI,75,75,2044,0,0
US-6790,Stanton State Game Land,43.2622,-85.0758,EN73lg,US-MI,36,36,1385,0,0
US-6791,Stoney Creek Flooding Wildlife Management Area,45.3915,-84.4109,EN75tj,US-MI,8,8,179,0,0
US-6792,Strickler State Game Land,46.1283,-85.2894,EN76id,US-MI,10,10,254,0,0
US-6793,Sturgeon River Sloughs Wildlife Management Area,46.9314,-88.4875,EN56sw,US-MI,14,14,394,0,0
US-6794,Tamarack Lake (Sunfield Township) State Game Land,42.7229,-85.0525,EN72lr,US-MI,39,39,1410,0,0
US-6795,Three Rivers State Game Land,41.8694,-85.7444,EN71du,US-MI,38,38,1244,0,0
US-6796,Tobico Marsh State Recreation Area,43.6911,-83.9286,EN83aq,US-MI,45,43,1408,0,0
US-6797,Tomahawk Creek Flooding Wildlife Management Area,45.2131,-84.1839,EN75vf,US-MI,11,10,489,0,0
US-6798,Townline Creek Flooding Wildlife Management Area,44.1656,-84.7461,EN74pd,US-MI,31,28,992,0,0
US-6799,Tuscola State Game Land,43.4367,-83.3728,EN83hk,US-MI,29,29,757,0,0
US-6800,Unadilla State Wildlife Area,42.4364,-84.1119,EN72wk,US-MI,57,56,1899,0,0
US-6801,Vassar State Game Land,43.4108,-83.4922,EN83gj,US-MI,48,44,1288,0,0
US-6802,Verona State Game Land,43.7836,-82.8814,EN83ns,US-MI,28,27,813,0,0
US-6803,Vestaburg State Game Land,43.3799,-84.9414,EN73mj,US-MI,33,33,1072,0,0
US-6804,Waterloo Unit State Game Land,42.3618,-84.192,EN72vi,US-MI,142,135,7561,0,1
US-6806,Wigwam Bay State Wildlife Area,43.9944,-83.7775,EN83cx,US-MI,17,17,372,0,0
US-6807,Wildfowl Bay State Wildlife Area,43.8289,-83.4342,EN83gt,US-MI,38,38,1517,0,0
US-6808,Cedar River State Harbor,45.413,-87.352,EN65hj,US-MI,22,22,764,0,0
US-6809,Copper Harbor State Harbor,47.4722,-87.9044,EN67bl,US-MI,39,37,1198,0,0
US-6810,DeTour State Harbor,45.997,-83.902,EN85bx,US-MI,19,19,453,0,0
US-6811,Eagle Harbor State Harbor,47.4591,-88.1502,EN57wl,US-MI,51,46,2000,0,0
US-6812,East Tawas State Harbor,44.2783,-83.4895,EN84gg,US-MI,41,36,816,0,0
US-6813,Hammond Bay State Harbor,45.5915,-84.1643,EN75wo,US-MI,16,16,306,0,0
US-6814,Lac LaBelle State Harbor,47.3782,-88.0276,EN57xj,US-MI,21,21,820,0,0
US-6815,Lexington State Harbor,43.2685,-82.5278,EN83rg,US-MI,57,57,1555,0,0
US-6816,Lime Island State Harbor,46.0879,-84.0124,EN76xc,US-MI,6,5,98,0,0
US-6817,Little Lake State Harbor,46.716,-85.3601,EN76hr,US-MI,18,18,747,0,0
US-6818,Mackinac Island State Harbor,45.8495,-84.6164,EN75qu,US-MI,28,27,709,0,0
US-6819,Port Austin State Harbor,44.0475,-82.997,EN84mb,US-MI,29,29,773,0,0
US-6820,Presque Isle State Harbor,45.3403,-83.4883,EN85gi,US-MI,28,28,846,0,0
US-6821,Straits State Harbor,45.7784,-84.7219,EN75ps,US-MI,44,43,1073,0,0
US-6822,Whitefish Point State Harbor,46.7586,-84.9666,EN76ms,US-MI,43,41,1067,0,0
US-6823,William G. Milliken State Harbor,42.3318,-83.028,EN82lh,US-MI,271,270,8024,0,0
US-6824,Harrietta State State Fish Hatchery,44.309,-85.7193,EN74dh,US-MI,31,30,608,0,0
US-6825,Marquette State State Fish Hatchery,46.4696,-87.359,EN66hl,US-MI,17,16,342,0,0
US-6826,Oden State State Fish Hatchery,45.4313,-84.8457,EN75nk,US-MI,24,22,525,0,0
US-6827,Platte River State Fish Hatchery,44.6633,-85.9389,EN74ap,US-MI,38,38,1079,0,0
US-6828,Thompson State Fish Hatchery,45.92,-86.3432,EN65tw,US-MI,13,12,312,0,0
US-6829,Wolf Lake State Fish Hatchery,42.2946,-85.7841,EN72ch,US-MI,118,111,5338,0,0
US-6830,Alamance Battleground State Historic Site,36.0097,-79.521,FM06fa,US-NC,97,93,3298,0,2
US-6831,Battleship North Carolina State Historic Site,34.2366,-77.9544,FM14af,US-NC,268,257,16224,0,0
US-6832,Bennett Place State Historic Site,36.0298,-78.9755,FM06ma,US-NC,79,78,1980,0,2
US-6833,Bentonville Battlefield State Historic Site,35.3025,-78.3223,FM05uh,US-NC,166,162,12342,0,0
US-6834,Brunswick Town/Ft. Anderson State Historic Site,34.0405,-77.9462,FM14aa,US-NC,84,77,2851,0,0
US-6835,Charles B Aycock Birthplace State Historic Site,35.5202,-77.976,FM15am,US-NC,58,56,2630,0,0
US-6836,Charlotte Hawkins Brown Museum State Historic Site,36.068,-79.6243,FM06eb,US-NC,242,241,16999,0,4
US-6837,CSS Neuse Civil War Interpretive Center State Historic Site,35.2604,-77.5816,FM15fg,US-NC,39,39,896,0,1
US-6838,Duke Homestead State Historic Site,36.0357,-78.921,FM06ma,US-NC,65,64,1857,0,0
US-6839,Fort Dobbs State Historic Site,35.8217,-80.8974,EM95nt,US-NC,134,132,3616,0,0
US-6840,Fort Fisher State Historic Site,33.9717,-77.9177,FM13ax,US-NC,126,122,4096,0,0
US-6841,Historic Bath State Historic Site,35.4771,-76.8126,FM15ol,US-NC,26,26,672,0,0
US-6842,Historic Edenton State Historic Site,36.0615,-76.6079,FM16qb,US-NC,29,29,664,0,0
US-6843,Historic Halifax State Historic Site,36.33,-77.5896,FM16eh,US-NC,67,55,4995,0,0
US-6844,Historic Stagville State Historic Site,36.12,-78.8367,FM06nc,US-NC,78,77,3450,0,0
US-6845,Horne Creek Living Historical Farm State Historic Site,36.2682,-80.4847,EM96sg,US-NC,85,84,3256,0,0
US-6846,House in the Horseshoe State Historic Site,35.4668,-79.3839,FM05hl,US-NC,71,69,2088,0,0
US-6847,NC Transportation Museum State Historic Site,35.6898,-80.4301,EM95sq,US-NC,245,237,11286,0,2
US-6848,President James K. Polk State Historic Site,35.0779,-80.8818,EM95nb,US-NC,310,299,8876,0,0
US-6849,Reed Gold Mine State Historic Site,35.2856,-80.4666,EM95sg,US-NC,226,213,7338,0,0
US-6850,Roanoke Island Festival Park State Historic Site,35.9109,-75.6655,FM25ev,US-NC,41,39,988,0,0
US-6851,Somerset Place State Historic Site,35.7894,-76.404,FM15ts,US-NC,16,16,585,0,0
US-6852,State Capitol State Historic Site,35.7806,-78.6391,FM05qs,US-NC,144,136,3393,0,2
US-6853,Thomas Wolfe Memorial State Historic Site,35.5975,-82.5513,EM85ro,US-NC,63,62,1661,0,0
US-6854,Town Creek Indian Mound State Historic Site,35.1826,-79.9292,FM05ae,US-NC,65,64,1962,0,0
US-6855,Tryon Palace State Historic Site,35.1058,-77.0443,FM15lc,US-NC,34,31,838,0,0
US-6856,Zebulon B. Vance Birthplace State Historic Site,35.701,-82.4963,EM85sq,US-NC,131,130,4621,0,0
US-6857,American Legion State Forest,41.935,-73.003,FN31lw,US-CT,46,44,1387,0,1
US-6858,Beckett Hill Park Reserve,41.382,-72.304,FN31uj,US-CT,10,10,330,0,0
US-6859,Enders State Forest,41.9552,-72.879,FN31nw,US-CT,47,47,1716,0,0
US-6860,Ferry Landing State Park,41.3118,-72.3459,FN31th,US-CT,61,58,2060,0,0
US-6861,Great Pond / Massacoe State Forest,41.8941,-72.8375,FN31nv,US-CT,96,92,2011,0,0
US-6862,Horse Guard State Park,41.8016,-72.8616,FN31nt,US-CT,142,132,4397,0,0
US-6863,James L. Goodwin State Forest,41.775,-72.082,FN31xs,US-CT,46,40,1420,0,0
US-6864,Mono Pond State Park Preserve,41.679,-72.3106,FN31uq,US-CT,55,53,2541,0,0
US-6865,Nathan Hale State Forest,41.7654,-72.3479,FN31ts,US-CT,56,56,1900,0,0
US-6866,Nehantic State Forest,41.438,-72.263,FN31uk,US-CT,40,36,1019,0,0
US-6867,Nye Holman State Forest,41.8819,-72.3075,FN31uv,US-CT,76,72,2522,0,0
US-6868,Pawcatuck River Wildlife Management Area,41.3495,-71.8363,FN41bi,US-CT,77,72,1916,0,0
US-6869,Peoples State Forest,41.9252,-72.9981,FN31mw,US-CT,146,142,5044,0,1
US-6870,Quinebaug Lake State Park,41.7807,-71.8867,FN41bs,US-CT,31,29,906,0,0
US-6871,Rocky Glen State Park,41.4231,-73.2822,FN31ik,US-CT,50,48,1193,0,1
US-6872,Salt Rock State Forest,41.6438,-72.0893,FN31wp,US-CT,42,41,1505,0,0
US-6873,Stoddard Hill State Park,41.4594,-72.0666,FN31xl,US-CT,184,181,7635,0,0
US-6874,Tunxis State Forest,42.016,-72.969,FN32ma,US-CT,18,16,531,0,1
US-6875,The Preserve Essex Land Trust State Park Preserve,41.3175,-72.4324,FN31sh,US-CT,67,66,3332,0,0
US-6876,Castle Island State Park,42.3372,-71.0107,FN42li,US-MA,149,143,6049,0,0
US-6877,Yadkin River State Game Land,35.5507,-80.2128,EM95vn,US-NC,451,447,19426,0,1
